budget,Genre Code,Genre_Name,Popularity,Production Company,Production Country,release_date,revenue,runtime,title,vote_average,vote_count
0,,,2.23,,,10/2/1944,0,101,Torment,6.9,18
0,,,5.62,,,7/1/1944,0,95,The Mask of Dimitrios,6.1,11
0,,,2.48,,,10/15/1944,0,86,Ministry of Fear,6.5,40
0,,,1.43,,,1/19/1944,0,98,The Miracle of Morgan’s Creek,6.7,22
0,,,1.62,,,5/25/1944,0,145,Mr. Skeffington,6.8,15
0,,,0.24,,,10/12/1944,0,124,Mrs. Parkington,6.6,4
0,,,1.82,,,2/16/1944,0,109,Passage to Marseille,6.4,12
0,,,0.49,,,5/11/1944,0,126,The White Cliffs of Dover,4.7,3
0,,,6.27,,,11/3/1944,0,99,The Woman in the Window,7.5,43
0,,,0.46,,,4/28/1945,0,91,The Enchanted Cottage,5.4,5
0,,,1.79,,,9/1/1945,0,71,Isle of the Dead,5.6,20
0,,,2.12,,,4/23/1945,0,103,"Ivan the Terrible, Part I",7,30
0,,,0.86,,,4/30/1945,0,92,The Southerner,5.7,10
0,,,8.26,,,12/20/1945,0,135,They Were Expendable,6,31
0,,,5.07,,,2/28/1945,0,128,A Tree Grows in Brooklyn,7.3,20
0,,,0.78,,,12/25/1946,0,88,The Beast with Five Fingers,6.8,14
0,,,3.25,,,4/19/1946,0,96,The Blue Dahlia,6.6,37
0,,,2.04,,,10/17/1946,0,85,The Dark Mirror,6.3,18
0,,,6.61,,,10/18/1946,0,110,Deception,5.9,14
0,,,5.34,,,12/26/1946,0,118,Great Expectations,7.2,71
0,,,2.09,,,9/25/1946,0,125,Humoresque,7.1,17
0,,,3.12,,,4/27/1946,0,93,Shoeshine,7.6,41
0,,,6.75,,,5/25/1946,0,96,The Stranger,7,71
0,,,0.73,,,11/19/1947,0,173,Mourning Becomes Electra,6.7,3
0,,,5.53,,,10/9/1947,0,110,Nightmare Alley,7.4,27
0,,,3.02,,,1/30/1947,0,116,Odd Man Out,7.3,45
0,,,1.64,,,12/25/1947,0,100,Road to Rio,6.5,12
0,,,1.41,,,3/4/1947,0,99,The Two Mrs. rrolls,6,17
1243000,,,3.8,,,12/1/1948,2841000,106,3 Godfathers,6.1,39
0,,,0.06,,,4/2/1948,0,108,B.F.'s Daughter,6,1
0,,,0.6,,,9/16/1948,0,106,The Babe Ruth Story,5,1
0,,,2.28,,,7/8/1948,0,107,Easter Parade,6.7,31
2500000,,,5.5,,,3/26/1948,3000000,125,Fort Apache,6.8,68
2300000,,,8.69,,,12/24/1947,0,87,The Lady from Shanghai,7.2,108
0,,,2.96,,,4/28/1948,0,87,Letter from an Unknown Woman,8.1,58
258,,,0.9,,,9/28/1948,0,78,Louisiana Story,6.5,10
0,,,3.83,,,3/4/1948,0,96,The Naked City,7.2,67
3700000,,,1.83,,,6/11/1948,2956000,102,The Pirate,6.6,17
0,,,1.76,,,8/6/1948,0,95,They Live by Night,6.5,25
0,,,8.95,,,10/10/1948,0,125,The Three Musketeers,6.2,21
0,,,3.47,,,12/10/1948,0,105,Unfaithfully Yours,7.8,22
0,,,2.87,,,12/24/1948,0,98,Yellow Sky,6.7,22
0,,,1.54,,,1/1/1949,0,109,The Barkleys of Broadway,7.4,11
3400000,,,0.74,,,7/29/1949,0,102,In the Good Old Summertime,6.7,10
0,,,1.54,,,1/20/1949,0,103,A Letter to Three Wives,6.8,26
0,,,5.02,,,9/29/1950,0,95,Orpheus,8,46
0,,,0.27,,,4/30/1949,0,92,The Secret Garden,6.7,3
700000,,,0.69,,,11/12/1949,0,93,The Story of Seabiscuit,4.5,3
3768785,,,2.09,,,5/17/1950,8000000,107,Annie Get Your Gun,7.3,22
0,,,1.47,,,3/29/1950,0,105,Les Enfants Terribles,6.7,19
0,,,3.23,,,6/23/1950,0,85,The Gunfighter,6.7,30
0,,,1.68,,,11/9/1950,0,103,King Solomon's Mines,6.3,23
0,,,3.56,,,11/9/1950,0,85,Los Olvidados,7.9,70
0,,,1.22,,,4/30/1950,0,104,Sndal,6.6,19
0,,,3.95,,,8/31/1950,0,108,Summer Stock,6.5,14
0,,,1.15,,,8/28/1952,0,113,Europe '51,7.1,17
0,,,0.75,,,5/1/1952,0,92,rbine Williams,6.6,8
0,,,3.42,,,7/17/1952,0,118,rrie,5.3,8
0,,,1.02,,,6/16/1952,0,105,Clash by Night,6.8,18
0,,,1.15,,,11/14/1952,0,96,The Prisoner of Zenda,6.9,10
0,,,3.59,,,1/1/1952,0,136,The Life of Oharu,8.4,38
0,,,4.42,,,7/14/1952,0,95,Son of Paleface,6.2,13
0,,,4,,,8/1/1953,0,76,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,6.7,23
0,,,2.24,,,10/30/1953,0,83,Gun Fury,5.5,11
0,,,1.87,,,10/30/1953,0,86,Gate of Hell,6.6,17
0,,,0.26,,,4/1/1953,0,105,Man on a Tightrope,5.3,6
0,,,2.07,,,3/4/1953,0,84,The Titfield Thunderbolt,7.3,18
0,,,1.18,,,9/28/1954,0,91,The Belles of St. Trinian's,6.4,17
0,,,1.24,,,11/23/1954,0,102,The Crucified Lovers,7.6,22
0,,,0.76,,,12/27/1954,0,102,French nn,6.4,12
0,,,3.88,,,1/18/1954,0,86,It Should Happen to You,7.7,7
0,,,1.37,,,2/18/1954,0,96,"The Long, Long Trailer",7.3,9
0,,,5.13,,,8/7/1954,0,108,Magnificent Obsession,6.9,27
0,,,0.98,,,3/14/1954,0,94,Salt of the Earth,7.3,17
0,,,3.28,,,9/26/1954,0,93,Samurai I: Musashi Miyamoto,7.4,36
5019770,,,7.05,,,9/29/1954,0,181,A Star Is Born,7.1,56
0,,,1.2,,,5/1/1954,0,102,Three Coins in the Fountain,6.2,13
0,,,12.05,,,12/30/1953,0,79,The Wild One,6.9,59
0,,,2.79,,,6/7/1955,0,134,The Cobweb,4.3,6
0,,,1.19,,,2/9/1955,0,102,It's Always Fair Weather,8.7,6
0,,,4.36,,,3/1/1955,0,93,Mr. Arkadin,6.8,28
0,,,11.14,,,1/1/1955,0,32,Night and Fog,8.3,97
0,,,2.24,,,7/12/1955,0,103,Samurai II: Duel at Ichijoji Temple,7.3,23
0,,,1.56,,,9/30/1955,0,93,The Seven Little Foys,6.3,3
0,,,1.01,,,12/23/1955,0,181,The Unknown Soldier,7.8,19
0,,,0.23,,,4/27/1956,0,106,Anything Goes,7.5,4
0,,,2.03,,,1/21/1956,0,116,The Burmese Harp,7.7,29
0,,,3.2,,,2/16/1956,0,128,rousel,5.5,23
0,,,2.62,,,1/3/1956,0,105,Samurai III: Duel at Ganryu Island,7.4,24
0,,,1.62,,,12/26/1956,0,82,Rodan,5.7,22
0,,,0.77,,,12/17/1957,0,87,Barnacle Bill,5.3,4
0,,,1.36,,,1/21/1958,0,87,Chase a Crooked Shadow,7.1,7
0,,,1.06,,,7/3/1958,0,74,Fiend Without a Face,5.9,19
0,,,5.68,,,11/8/1957,0,96,Jailhouse Rock,5.8,30
0,,,2.11,,,10/1/1957,0,122,Man of a Thousand Faces,6.2,6
0,,,3.46,,,4/19/1957,0,135,The Spirit of St. Louis,6.4,36
70000,,,1.12,,,3/1/1957,0,71,The Undead,4.4,7
0,,,2.65,,,11/13/1957,0,81,Zero Hour!,6.7,12
0,,,4.68,,,2/18/1958,0,119,rve Her Name with Pride,5.4,9
146000,,,1.54,,,12/1/1958,0,86,Corridors of Blood,6.3,9
0,,,1.18,,,6/22/1958,0,95,Giants and Toys,5.8,6
0,,,0.66,,,10/24/1958,0,121,The Last Hurrah,7.5,9
0,,,1.49,,,5/1/1958,0,80,Machine-Gun Kelly,6.6,8
0,,,2.09,,,4/1/1958,0,120,Teacher's Pet,6.5,26
0,,,0.7,,,10/24/1958,0,98,Torpedo Run,5.8,4
5000000,,,3.68,,,6/28/1958,0,111,The Vikings,6.7,53
0,,,2.76,,,1/1/1959,0,104,Al pone,6.9,7
0,,,0.55,,,11/11/1959,0,91,Picnic on the Grass,6.1,6
0,,,1.06,,,5/15/1959,0,67,Invisible Invaders,4.9,14
0,,,1.91,,,11/20/1959,0,181,The Human Condition II: Road to Eternity,8.5,31
0,,,3.46,,,11/3/1959,0,108,Fires on the Plain,7.8,17
0,,,7.9,,,10/13/1959,0,129,North West Frontier,7.1,12
3500000,,,3.47,,,6/18/1959,12800000,149,The Nun's Story,7.4,46
0,,,4.57,,,12/16/1959,0,75,Pickpocket,7.3,89
0,,,1.77,,,11/17/1959,0,119,Floating Weeds,7.7,33
0,,,1.16,,,5/30/1959,0,136,The Young Philadelphians,7.1,8
0,,,0.6,,,5/1/1960,0,77,The Leech Woman,4.8,8
0,,,1.42,,,1/15/1960,0,111,When a Woman Ascends the Stairs,8.1,20
0,,,0.76,,,12/8/1960,0,133,The Sundowners,6.8,12
0,,,0.14,,,9/28/1960,0,144,Sunrise at mpobello,6.3,2
0,,,4.55,,,9/15/1960,0,151,The Bad Sleep Well,7.7,57
0,,,1.26,,,11/1/1961,0,109,Bachelor in Paradise,7.2,3
0,,,1.94,,,6/6/1961,0,93,The Deadly Companions,4.8,14
0,,,0.77,,,2/7/1962,0,153,The Four Horsemen of the Apolypse,5.8,4
0,,,1.45,,,5/14/1962,0,84,The Intruder,6.4,15
0,,,7.26,,,1/1/1961,0,87,Murder She Said,7,31
0,,,2.33,,,1/28/1961,0,191,The Human Condition III: A Soldier's Prayer,8.4,28
0,,,2.07,,,9/27/1961,0,98,Paris Blues,5.1,10
0,,,0.99,,,6/5/1961,0,81,Taste of Fear,6.7,15
0,,,2.61,,,6/6/1962,0,139,Advise & Consent,7.5,27
185000,,,1.78,,,12/26/1962,0,95,David and Lisa,6.7,12
15000,,,1.27,,,6/8/1962,3274,90,Eegah,2.8,18
0,,,9.29,,,9/15/1962,0,135,Harakiri,8.2,136
0,,,4.5,,,9/20/1962,0,104,The Loneliness of the Long Distance Runner,7.5,39
0,,,3.39,,,6/19/1962,8000000,151,The Music Man,6.7,47
19000000,,,5.86,,,11/8/1962,13680000,178,Mutiny on the Bounty,6.5,68
0,,,0.76,,,5/1/1962,0,28,An Occurrence at Owl Creek Bridge,8.5,19
800000,,,0.83,,,1/1/1962,0,124,The Four Days of Naples,7.5,4
0,,,4.58,,,12/4/1962,0,105,Il Sorpasso,8.1,92
0,,,1.9,,,8/7/1962,0,135,The Wonderful World of the Brothers Grimm,5.8,5
0,,,5.66,,,4/12/1962,0,126,L'eclisse,7.7,68
0,,,2.01,,,5/31/1963,0,85,Les rabiniers,6.2,7
0,,,1.64,,,12/12/1963,0,175,The rdinal,6.6,9
0,,,0.78,,,2/10/1964,0,82,The Incredibly Strange Creatures Who Stopped Living and Beme Mixed-Up Zombies!!?,2.7,15
0,,,0.82,,,9/11/1963,0,88,The Kiss of the Vampire,6.7,20
0,,,3.03,,,12/25/1963,0,102,Love with the Proper Stranger,6.2,17
0,,,5.53,,,11/13/1963,0,127,McLintock!,6.2,54
0,,,7.28,,,1/1/1963,0,81,Murder at the Gallop,6.3,23
0,,,0.41,,,10/10/1963,0,110,A New Kind of Love,6.5,2
0,,,1.5,,,12/25/1963,0,134,The Prize,6.4,17
0,,,1.18,,,11/13/1963,0,105,Sunday in New York,5.3,10
0,,,4.69,,,11/27/1963,0,105,Crooks in Clover,7.8,96
0,,,1.47,,,11/26/1964,0,115,36 Hours,6.9,19
0,,,3.65,,,3/11/1964,0,148,Becket,7.2,45
0,,,0.99,,,8/14/1964,0,118,Behold a Pale Horse,5,4
0,,,0.4,,,4/5/1964,0,102,The Best Man,6.6,7
0,,,3.71,,,12/15/1964,0,133,"Hush... Hush, Sweet Charlotte",7,54
0,,,4.2,,,7/7/1964,0,93,The Killers,6.5,40
0,,,2.88,,,10/29/1964,0,93,The Naked Kiss,6.7,41
0,,,3.61,,,11/21/1964,0,103,Onibaba,7.6,73
0,,,3.77,,,6/24/1964,0,123,Robin and the 7 Hoods,6.2,23
1200000,,,2,,,6/1/1964,0,110,Robinson Crusoe on Mars,6.5,44
65000,,,3.29,,,12/24/1967,0,81,Spider Baby,7.1,41
0,,,2.43,,,1/1/1964,0,100,The Visit,6.6,8
20000000,,,1.71,,,5/12/1964,0,111,What a Way to Go!,7.2,16
0,,,0.92,,,12/26/1965,0,101,Docking the Boat,6,8
800000,,,11.32,,,9/8/1966,921548,121,The Battle of Algiers,7.8,167
0,,,5.24,,,12/9/1965,0,25,A Charlie Brown Christmas,7.5,156
280379,,,8.91,,,1/9/1966,364937,90,Dracula: Prince of Darkness,6.1,54
0,,,9.58,,,6/23/1965,0,165,The Hallelujah Trail,6.1,24
0,,,6.18,,,11/22/1965,0,131,The Heroes of Telemark,5.9,29
0,,,3.47,,,6/22/1965,0,123,The Hill,7.6,50
0,,,2.29,,,4/6/1965,0,165,In Harm's Way,6.5,25
0,,,0.54,,,10/26/1966,0,78,Incubus,4.3,6
0,,,1.06,,,10/11/1965,0,122,The Loved One,6.7,13
3800000,,,3.06,,,4/7/1965,14873,123,Major Dundee,6.2,41
115,,,2.38,,,4/1/1965,0,115,Operation Crossbow,5.9,20
0,,,2.35,,,10/23/1966,0,82,Ride in the Whirlwind,6,20
0,,,0.35,,,12/13/1965,0,118,A Thousand Clowns,6.8,9
5800000,,,4.41,,,9/21/1964,6800000,133,The Train,7.2,74
0,,,6.49,,,12/16/1966,0,205,Andrei Rublev,8,139
0,,,4.53,,,5/25/1966,39388,95,Au Hasard Balthazar,7.8,74
1377800,,,8.99,,,7/30/1966,0,105,Batman,6.1,209
0,,,10.75,,,12/21/1966,0,176,Grand Prix,6.3,39
0,,,2.4,,,6/9/1966,0,134,Khartoum,5.8,18
0,,,2.32,,,10/21/1967,0,111,Dragon Inn,7,10
19000,,,2.56,,,11/15/1966,0,74,Manos: The Hands of Fate,2,56
0,,,2.16,,,11/18/1966,0,89,Closely Watched Trains,7.3,52
0,,,2.36,,,4/10/1966,0,83,Tokyo Drifter,7.4,46
0,,,7.25,,,12/20/1967,0,68,Asterix the Gaul,6.4,136
0,,,1.89,,,4/1/1967,0,90,"Gappa, the Triphibian Monster",3.9,6
0,,,2.68,,,5/17/1967,0,96,Dont Look Back,7.5,35
0,,,1.12,,,1/1/1968,0,93,Fando and Lis,6.8,22
0,,,1.17,,,11/5/1967,0,107,The Incident,5.9,8
0,,,3.4,,,6/15/1967,0,91,Branded to Kill,7.4,57
747000,,,2.78,,,3/22/1968,44566,107,The Bride Wore Black,7.3,41
0,,,8.74,,,12/16/1967,0,124,PlayTime,8,99
2500000,,,5.35,,,8/30/1967,3200000,92,Point Blank,7.1,97
75000,,,2.76,,,10/23/1966,0,82,The Shooting,6.1,29
2175000,,,1.76,,,6/30/1967,0,100,The St. Valentine's Day Massacre,5.8,19
0,,,1.48,,,9/23/1967,0,84,Titicut Follies,7.3,23
0,,,1.99,,,10/31/1967,0,110,Tony Rome,6.2,13
0,,,14.7,,,4/27/1967,0,111,Two for the Road,7.2,51
0,,,0.6,,,1/19/1967,0,124,Up the Down Stairse,6.2,5
0,,,3.87,,,5/27/1967,6000000,96,The War Wagon,6.6,36
0,,,7.68,,,12/16/1968,0,72,Asterix and Cleopatra,6.9,191
0,,,3.21,,,4/27/1968,0,100,The Diamond Arm,7.9,44
0,,,3.32,,,11/7/1968,0,92,Dracula Has Risen from the Grave,6.8,39
0,,,2.21,,,11/6/1968,0,86,Head,6.4,22
0,,,3.6,,,7/31/1968,0,123,The Heart Is a Lonely Hunter,7.2,14
0,,,3.29,,,10/6/1968,0,92,"I Love You, Alice B. Toklas!",5.8,13
0,,,5.08,,,6/10/1968,0,105,Petulia,6,6
0,,,0.41,,,10/13/1968,0,107,The Subject Was Roses,7,3
500000,,,1.02,,,11/30/1968,0,115,Sympathy for the Devil,6.5,12
100000000,,,2.6,,,3/14/1966,0,422,War and Peace,7.5,16
0,,,3.5,,,4/24/1968,0,111,"Yours, Mine and Ours",6.2,28
0,,,1.92,,,8/20/1969,0,111,Alice's Restaurant,5.5,22
0,,,1.85,,,7/15/1969,0,130,mille 2000,6.4,5
0,,,3.36,,,4/8/1970,0,100,Colossus: The Forbin Project,7.1,50
0,,,4.08,,,8/31/1967,0,114,Death Rides a Horse,6.9,31
9000000,,,1.07,,,11/5/1969,0,155,"Goodbye, Mr. Chips",7.1,10
0,,,5.92,,,8/27/1969,0,101,Journey to the Far Side of the Sun,6.3,36
0,,,1.11,,,6/10/1969,3,97,Last Summer,5,8
0,,,3.91,,,6/4/1969,0,110,My Night at Maud's,7.6,45
0,,,0.89,,,12/12/1969,0,92,The Magic Christian,6,13
0,,,1.9,,,9/19/1969,0,95,Marlowe,6.2,26
0,,,1.34,,,6/6/1969,0,117,More,6.5,11
0,,,1.81,,,12/25/1969,0,106,The Reivers,5.9,17
0,,,3.95,,,5/7/1970,0,95,Taste the Blood of Dracula,5.9,42
0,,,1.2,,,2/28/1969,0,80,The Joke,6.4,9
0,,,0.83,,,1/9/1970,0,100,...tick... tick... tick...,6.2,7
0,,,4.43,,,12/5/1970,0,105,Brewster McCloud,6.7,15
0,,,1,,,9/17/1970,0,100,Violent City,6.9,7
0,,,1.07,,,11/18/1970,0,91,Dirty Dingus Magee,5.8,4
0,,,1.7,,,10/31/1970,0,140,Dodes'ka-den,6.7,22
0,,,0.01,,,3/21/1970,0,83,Gamera vs. Jiger,5.5,6
0,,,3.53,,,12/11/1970,0,105,Claire's Knee,7.4,35
0,,,2.46,,,4/27/1970,0,87,"Hi, Mom!",5.8,20
750000,,,2.07,,,9/9/1970,0,97,House of Dark Shadows,6.7,13
0,,,0.1,,,4/24/1970,0,115,A Swedish Love Story,7.5,32
0,,,1.51,,,5/20/1970,0,112,The Landlord,5.5,9
0,,,3.45,,,6/17/1970,0,129,On a Clear Day You n See Forever,6,12
0,,,3.32,,,8/3/1970,0,101,Performance,6.9,46
0,,,0.99,,,10/19/1970,0,65,A Trip Down the River,7.8,11
0,,,0.01,,,1/1/1971,0,90,Long Live Death,6.1,8
0,,,3.5,,,3/30/1970,0,83,The White Sun of the Desert,7.5,25
7000000,,,6.26,,,2/9/1970,1000000,113,Zabriskie Point,7.1,78
0,,,7.15,,,3/31/1971,0,105,The Beguiled,7,86
0,,,4.72,,,7/1/1971,0,111,The Devils,7.4,90
450000,,,12.33,,,10/1/1972,0,74,Duel,7.2,374
0,,,0.94,,,2/18/1972,0,97,Evil Roy Slade,5.9,9
100000,,,3.82,,,9/24/1971,0,118,The Go-Between,6.2,24
0,,,4.26,,,8/4/1971,0,111,Johnny Got His Gun,7.2,65
0,,,1.74,,,1/1/1971,0,99,Lawman,6.5,24
180000,,,4.16,,,8/6/1971,0,89,Let's Sre Jessi to Death,6.6,51
0,,,9.45,,,12/22/1970,0,106,They ll Me Trinity,7.5,269
0,,,0.01,,,11/12/1971,0,104,Mon oncle Antoine,8.2,6
0,,,2.03,,,3/11/1971,0,102,A New Leaf,7.1,29
0,,,1.95,,,11/29/1971,0,189,Nicholas and Alexandra,7,23
0,,,0.36,,,6/30/1971,0,97,Von Richthofen and Brown,6.5,4
478375,,,3.76,,,11/8/1970,0,96,Srs of Dracula,5.9,31
0,,,2.41,,,5/26/1971,0,91,Support Your Lol Gunfighter,6.6,21
150000,,,1.44,,,4/23/1971,15200000,97,Sweet Sweetback's BaCanadasssss Song,4.7,19
400000,,,5.47,,,12/18/1970,0,125,El Topo,7.4,109
0,,,2.39,,,3/8/1971,0,191,The Emigrants,6.8,25
0,,,0.01,,,1/21/1972,0,85,Blood of Ghastly Horror,1.5,4
0,,,0.94,,,8/15/1971,0,95,Brother John,6.2,5
75000,,,2.59,,,7/1/1972,0,89,Dr. Phibes Rises Again,6.2,37
0,,,11.17,,,9/27/1972,0,96,Dracula A.D. 1972,6,30
0,,,0,,,6/1/1972,0,91,Get to Know Your Rabbit,7,3
0,,,3.99,,,12/6/1972,0,90,The Tall Blond Man with One Black Shoe,6.9,58
0,,,1.84,,,4/1/1972,0,83,Lone Wolf and Cub: Sword of Vengeance,7.1,36
0,,,2.49,,,6/1/1972,0,81,Lone Wolf and Cub: Baby rt at the River Styx,7.3,38
0,,,7.57,,,10/12/1972,0,144,Lady Sings the Blues,7.2,16
760000,,,0.2,,,9/22/1973,0,103,Payday,5.6,4
0,,,0.94,,,3/7/1973,0,97,Slither,4.2,3
0,,,3.04,,,4/16/1971,0,96,Trafic,7.4,29
0,,,7.18,,,10/17/1973,0,100,The Mad Adventures of Rabbi Jacob,7.1,183
0,,,9.06,,,9/19/1973,0,111,Charley Varrick,7,57
60000,,,4.93,,,4/1/1974,0,83,Dark Star,6,120
0,,,0.09,,,11/12/1973,0,133,A Delite Balance,6,1
0,,,1.16,,,2/8/1974,0,100,Bram Stoker's Dracula,6.4,13
0,,,3.27,,,5/23/1973,0,118,Emperor of the North,6.8,30
0,,,1.84,,,11/7/1973,0,91,Executive Action,6.2,11
0,,,0.03,,,12/16/1973,0,100,The Glass Menagerie,6.6,5
0,,,6.02,,,12/13/1973,0,117,My Name Is Nobody,7.1,227
0,,,5.95,,,6/1/1973,0,85,Invasion of the Bee Girls,4,15
0,,,1.28,,,5/1/1973,0,85,Lemora: A Child's Tale of the Supernatural,6.4,15
0,,,3.19,,,9/1/1974,0,86,Phase IV,5.9,48
0,,,0.97,,,2/14/1973,0,100,Save the Tiger,7.1,18
0,,,12.29,,,4/11/1973,0,112,Srecrow,6.8,59
500000,,,9.3,,,3/27/1973,0,93,Sisters,6.8,77
0,,,0.01,,,9/21/1973,0,102,The Spook Who Sat by the Door,7,4
0,,,7.16,,,3/15/1973,0,104,Theatre of Blood,6.7,43
0,,,1.59,,,5/26/1972,0,104,Five Fingers of Death,6.7,24
0,,,3.97,,,2/22/1973,0,112,Turkish Delight,7,34
0,,,4.69,,,2/22/1973,0,125,Walking Tall,6.5,32
0,,,0.27,,,1/21/1974,0,127,Butley,7.3,3
0,,,3.15,,,8/7/1974,0,108,lifornia Split,6.5,26
0,,,2.03,,,10/10/1974,0,87,The rs That Ate Paris,5.1,19
0,,,1.56,,,3/27/1974,0,106,Conrack,7.1,12
0,,,2.51,,,11/28/1974,0,95,The Living Dead at Manchester Morgue,6.3,41
500000,,,12.86,,,6/25/1974,0,89,Emmanuelle,4.9,74
0,,,2.43,,,9/10/1974,0,103,The Phantom of Liberty,7.4,46
450000,,,3.1,,,11/30/1973,0,95,Flesh for Frankenstein,5.4,28
0,,,0.52,,,11/1/1974,0,90,General Idi Amin DCanada,6.8,6
0,,,3.56,,,7/28/1974,0,105,Gone in 60 Seconds,6.5,40
0,,,1.34,,,6/23/1974,0,75,The Groove Tube,5.3,3
0,,,1.85,,,8/12/1974,0,115,Harry and Tonto,7.1,26
0,,,1.22,,,1/1/1974,30000,112,Hearts and Minds,7.8,25
0,,,4.19,,,5/1/1973,0,114,The Holy Mountain,7.7,143
0,,,6.58,,,11/6/1974,0,88,The Little Prince,6,26
0,,,3.66,,,6/19/1974,0,107,The Terminal Man,6.1,8
0,,,3.07,,,2/11/1974,0,123,Thieves Like Us,6.2,13
0,,,3.83,,,1/1/1975,0,91,The Adventure of Sherlock Holmes' Smarter Brother,6.1,47
0,,,2.03,,,12/19/1975,0,105,The Adventures of the Wilderness Family,5,9
0,,,0.62,,,11/19/1975,0,95,"Cousin, Cousine",7.3,4
0,,,1.63,,,4/26/1975,0,90,Dolemite,5.5,17
0,,,7.72,,,9/8/1976,0,82,The Twelve Tasks of Asterix,7.3,241
0,,,3.48,,,12/15/1975,0,84,Emmanuelle II,4.9,15
2500000,,,3.88,,,8/8/1975,2000000,95,"Farewell, My Lovely",6.8,26
0,,,1.35,,,5/20/1975,0,88,The Fortune,5.3,10
0,,,18.54,,,5/18/1975,12484444,119,French Connection II,6.6,95
0,,,5.28,,,3/13/1975,20642922,108,The Great Waldo Pepper,6,17
0,,,3.54,,,10/8/1975,0,97,The Story of Adele H,6.9,35
0,,,2.69,,,12/31/1975,0,184,"The Irony of Fate, or Enjoy Your Bath!",7.2,36
0,,,4.13,,,6/11/1975,0,100,Night Moves,6.6,45
0,,,9.2,,,2/28/1975,0,121,The Passenger,7.5,90
0,,,4.07,,,7/15/1976,0,95,Hand of Death,6.1,11
0,,,0.62,,,8/31/1974,0,86,Sister Street Fighter,7,5
0,,,4.36,,,4/2/1975,0,106,Supervixens,6.4,35
0,,,1.49,,,3/4/1975,0,72,Trilogy of Terror,6.6,32
9000000,,,6.32,,,9/3/1976,0,317,1900,7.5,84
0,,,1.83,,,3/17/1976,0,104,Small Change,7.7,23
0,,,0.85,,,5/1/1977,0,101,Twenty Days Without War,6.7,6
0,,,1.7,,,8/13/1976,0,99,From Noon Till Three,5.5,15
0,,,6.27,,,8/13/1976,0,104,Futureworld,5.7,66
0,,,1.6,,,10/15/1976,0,103,Harlan County U.S.A.,7.7,19
60000,,,1.59,,,4/25/1976,0,83,Hollywood Boulevard,6.3,6
0,,,1.56,,,5/19/1976,0,102,The Marquise of O,6.1,11
0,,,1.14,,,4/25/1975,0,112,Mistress,6,10
0,,,8.12,,,3/9/1977,0,177,The Message,7.4,81
0,,,2.62,,,5/19/1976,0,126,The Missouri Breaks,6.2,41
0,,,0.66,,,9/27/1976,0,94,A Slave of Love,5.3,8
6500000,,,8.25,,,12/3/1976,51079064,114,Silver Streak,6.8,101
0,,,2.34,,,10/1/1976,0,80,Up!,5.6,27
0,,,3.33,,,4/26/1976,0,107,Who n Kill a Child?,6.8,43
0,,,1.56,,,12/15/1977,0,95,ABBA - The Movie,6.6,16
0,,,4.58,,,4/7/1977,0,94,Demon Seed,5.9,57
3400000,,,5.1,,,12/25/1977,31063038,94,High Anxiety,6.5,86
0,,,7.62,,,4/27/1977,0,119,The Man Who Loved Women,7.1,34
0,,,0.55,,,7/21/1978,0,85,The Hound of the Baskervilles,5.3,6
0,,,0,,,4/28/1978,0,110,Place without Limits,7.3,6
0,,,6.45,,,6/21/1977,0,155,"New York, New York",6.1,70
0,,,1.28,,,1/25/1977,0,110,Providence,7.1,13
22000000,,,13.97,,,6/24/1977,12000000,121,Sorcerer,7.5,104
0,,,1.12,,,11/14/1977,0,119,The Turning Point,6,16
0,,,2.7,,,3/22/1978,0,76,The Rutles: All You Need Is sh,6.5,28
0,,,0.92,,,12/22/1978,0,111,Brass Target,6.6,5
5000000,,,10.72,,,12/10/1977,0,123,pricorn One,6.4,134
0,,,2.5,,,8/12/1978,0,98,The Five Venoms,6.2,27
0,,,4.03,,,10/1/1978,0,85,Gates of Heaven,6.6,28
0,,,0.55,,,11/22/1979,0,106,Last Hurrah for Chivalry,7.5,6
0,,,0.87,,,7/2/1978,0,93,Harper Valley P.T.A.,7,8
3000000,,,16.43,,,11/27/1977,0,77,The Hobbit,6,76
0,,,2.02,,,9/22/1978,0,110,In Praise Of Older Women,7.3,3
257000,,,0.01,,,8/1/1979,0,90,Parts: The Clonus Horror,4.1,10
0,,,1.13,,,7/5/1978,0,91,The Grapes of Death,6.2,18
0,,,1.26,,,5/20/1978,0,118,The Adventures of Pisso,7.6,12
0,,,10.75,,,3/1/1978,0,98,Snake in the Eagle's Shadow,7.2,68
0,,,0.88,,,8/29/1978,0,125,A Wedding,6.5,10
0,,,0.04,,,10/5/1979,0,111,Best Boy,5,1
0,,,5.92,,,11/22/1979,0,90,French Fried Vation 2,7.4,257
0,,,1.54,,,12/19/1979,0,89,Buffet Froid,6.6,28
11000000,,,5.26,,,3/14/1979,0,121,Hair,7.3,146
0,,,14.96,,,12/12/1979,0,120,I as in Irus,7.3,20
9000000,,,3.34,,,6/15/1979,38200000,103,The In-Laws,6.7,26
0,,,2.74,,,4/26/1979,43885000,96,Love at First Bite,5.8,30
0,,,3.65,,,8/29/1979,0,142,La Luna,6.9,17
0,,,4.69,,,12/22/1977,0,144,Opening Night,7.5,28
0,,,1.01,,,2/9/1979,0,118,Quintet,5.6,18
